Date,Close
5/28/2014 16:00:00,100.3
5/29/2014 16:00:00,100.76
5/30/2014 16:00:00,101.46
6/2/2014 16:00:00,102.17
6/3/2014 16:00:00,102.46
6/4/2014 16:00:00,102.68
6/5/2014 16:00:00,103.22
6/6/2014 16:00:00,103.18
6/9/2014 16:00:00,103.22
6/10/2014 16:00:00,104.1
6/11/2014 16:00:00,103.32
6/12/2014 16:00:00,102.53
6/13/2014 16:00:00,102.53
6/16/2014 16:00:00,102.45
6/17/2014 16:00:00,101.93
6/18/2014 16:00:00,102.81
6/19/2014 16:00:00,103.81
6/20/2014 16:00:00,105.27
6/23/2014 16:00:00,104.75
6/24/2014 16:00:00,104.59
6/25/2014 16:00:00,105.76
6/26/2014 16:00:00,105.65
6/27/2014 16:00:00,104.99
6/30/2014 16:00:00,104.62
7/1/2014 16:00:00,105.87
7/2/2014 16:00:00,105.86
7/3/2014 16:00:00,105.42
7/7/2014 16:00:00,106.47
7/8/2014 16:00:00,105.72
7/9/2014 16:00:00,106.04
7/10/2014 16:00:00,105.8
7/11/2014 16:00:00,105.1
7/14/2014 16:00:00,105.38
7/15/2014 16:00:00,103.28
7/16/2014 16:00:00,102.22
7/17/2014 16:00:00,100.37
7/18/2014 16:00:00,101.8
7/21/2014 16:00:00,101.27
7/22/2014 16:00:00,102.47
7/23/2014 16:00:00,102.19
7/24/2014 16:00:00,102.2
7/25/2014 16:00:00,102.11
7/28/2014 16:00:00,102.11
7/29/2014 16:00:00,101.96
7/30/2014 16:00:00,102.3
7/31/2014 16:00:00,100.09
8/1/2014 16:00:00,99.9
8/4/2014 16:00:00,100.16
8/5/2014 16:00:00,99.82
8/6/2014 16:00:00,100.71
8/7/2014 16:00:00,99.93
8/8/2014 16:00:00,101.08
8/11/2014 16:00:00,101.16
8/12/2014 16:00:00,100.63
8/13/2014 16:00:00,101.74
8/14/2014 16:00:00,102.02
8/15/2014 16:00:00,101.17
8/18/2014 16:00:00,102.7
8/19/2014 16:00:00,102.96
8/20/2014 16:00:00,103.21
8/21/2014 16:00:00,104.19
8/22/2014 16:00:00,103.1
8/25/2014 16:00:00,103.23
8/26/2014 16:00:00,103.44
8/27/2014 16:00:00,103.22
8/28/2014 16:00:00,102.95
8/29/2014 16:00:00,103.73
9/2/2014 16:00:00,103.36
9/3/2014 16:00:00,103.76
9/4/2014 16:00:00,103.84
9/5/2014 16:00:00,104.42
9/8/2014 16:00:00,104.05
9/9/2014 16:00:00,103.8
9/10/2014 16:00:00,104.99
9/11/2014 16:00:00,104.55
9/12/2014 16:00:00,104.58
9/15/2014 16:00:00,104.72
9/16/2014 16:00:00,105.88
9/17/2014 16:00:00,106.19
9/18/2014 16:00:00,107.35
9/19/2014 16:00:00,107.99
9/22/2014 16:00:00,107.88
9/23/2014 16:00:00,107.46
9/24/2014 16:00:00,108.64
9/25/2014 16:00:00,107.1
9/26/2014 16:00:00,107.1
9/29/2014 16:00:00,106.54
9/30/2014 16:00:00,106.59
10/1/2014 16:00:00,104.3
10/2/2014 16:00:00,103.85
10/3/2014 16:00:00,105.13
10/6/2014 16:00:00,104.86
10/7/2014 16:00:00,102.39
10/8/2014 16:00:00,104.91
10/9/2014 16:00:00,102.08
10/10/2014 16:00:00,101.23
10/13/2014 16:00:00,99.12
10/14/2014 16:00:00,97.01
10/15/2014 16:00:00,98.21
10/16/2014 16:00:00,96.78
10/17/2014 16:00:00,98.7
10/20/2014 16:00:00,99.2
10/21/2014 16:00:00,100.36
10/22/2014 16:00:00,101.22
10/23/2014 16:00:00,102.63
10/24/2014 16:00:00,103.13
10/27/2014 16:00:00,104.07
10/28/2014 16:00:00,104.79
10/29/2014 16:00:00,105.56
10/30/2014 16:00:00,107.04
10/31/2014 16:00:00,107.78
11/3/2014 16:00:00,107.46
11/4/2014 16:00:00,108.62
11/5/2014 16:00:00,108.82
11/6/2014 16:00:00,109.01
11/7/2014 16:00:00,108.2
11/10/2014 16:00:00,108.82
11/11/2014 16:00:00,108.91
11/12/2014 16:00:00,108.75
11/13/2014 16:00:00,109.07
11/14/2014 16:00:00,108.16
11/17/2014 16:00:00,108.3
11/18/2014 16:00:00,108.83
11/19/2014 16:00:00,108.76
11/20/2014 16:00:00,108.18
11/21/2014 16:00:00,107.86
11/24/2014 16:00:00,106.88
11/25/2014 16:00:00,106.7
11/26/2014 16:00:00,107.21
11/28/2014 16:00:00,108.25
12/1/2014 16:00:00,108.03
12/2/2014 16:00:00,108.51
12/3/2014 16:00:00,107.72
12/4/2014 16:00:00,107.56
12/5/2014 16:00:00,108.51
12/8/2014 16:00:00,108.52
12/9/2014 16:00:00,108.05
12/10/2014 16:00:00,106.24
12/11/2014 16:00:00,106.72
12/12/2014 16:00:00,104.43
12/15/2014 16:00:00,103.96
12/16/2014 16:00:00,102.76
12/17/2014 16:00:00,104.07
12/18/2014 16:00:00,106.81
12/19/2014 16:00:00,105.55
12/22/2014 16:00:00,106.74
12/23/2014 16:00:00,104.28
12/24/2014 16:00:00,104.59
12/26/2014 16:00:00,105.06
12/29/2014 16:00:00,105.33
12/30/2014 16:00:00,105.36
12/31/2014 16:00:00,104.57
1/2/2015 16:00:00,104.52
1/5/2015 16:00:00,103.79
1/6/2015 16:00:00,103.28
1/7/2015 16:00:00,105.56
1/8/2015 16:00:00,106.39
1/9/2015 16:00:00,104.94
1/12/2015 16:00:00,104.58
1/13/2015 16:00:00,104.76
1/14/2015 16:00:00,104
1/15/2015 16:00:00,102.49
1/16/2015 16:00:00,104.04
1/20/2015 16:00:00,101.29
1/21/2015 16:00:00,101.9
1/22/2015 16:00:00,103.76
1/23/2015 16:00:00,102.2
1/26/2015 16:00:00,102.26
1/27/2015 16:00:00,102.09
1/28/2015 16:00:00,101.48
1/29/2015 16:00:00,102.38
1/30/2015 16:00:00,100.14
2/2/2015 16:00:00,100.83
2/3/2015 16:00:00,102.46
2/4/2015 16:00:00,101.36
2/5/2015 16:00:00,102.46
2/6/2015 16:00:00,101.1
2/9/2015 16:00:00,99.78
2/10/2015 16:00:00,100.35
2/11/2015 16:00:00,100.38
2/12/2015 16:00:00,98.44
2/13/2015 16:00:00,99.62
2/17/2015 16:00:00,100.44
2/18/2015 16:00:00,99.96
2/19/2015 16:00:00,100.7
2/20/2015 16:00:00,100.26
2/23/2015 16:00:00,100.18
2/24/2015 16:00:00,100.7
2/25/2015 16:00:00,101.21
2/26/2015 16:00:00,102.8
2/27/2015 16:00:00,102.51
3/2/2015 16:00:00,103.22
3/3/2015 16:00:00,102.34
3/4/2015 16:00:00,101.65
3/5/2015 16:00:00,102.52
3/6/2015 16:00:00,100.11
3/9/2015 16:00:00,100.66
3/10/2015 16:00:00,99.53
3/11/2015 16:00:00,98.32
3/12/2015 16:00:00,99.83
3/13/2015 16:00:00,99.21
3/16/2015 16:00:00,101.06
3/17/2015 16:00:00,99.89
3/18/2015 16:00:00,101.46
3/19/2015 16:00:00,101.69
3/20/2015 16:00:00,102.4
3/23/2015 16:00:00,102.98
3/24/2015 16:00:00,101.96
3/25/2015 16:00:00,100.34
3/26/2015 16:00:00,100.14
3/27/2015 16:00:00,100.34
3/30/2015 16:00:00,101.55
3/31/2015 16:00:00,100.6
4/1/2015 16:00:00,99.15
4/2/2015 16:00:00,99.64
4/6/2015 16:00:00,99.16
4/7/2015 16:00:00,100.1
4/8/2015 16:00:00,100.16
4/9/2015 16:00:00,101.33
4/10/2015 16:00:00,102.06
4/13/2015 16:00:00,100.55
4/14/2015 16:00:00,100.52
4/15/2015 16:00:00,100.6
4/16/2015 16:00:00,99.79
4/17/2015 16:00:00,99.58
4/20/2015 16:00:00,100.21
4/21/2015 16:00:00,100.3
4/22/2015 16:00:00,100.43
4/23/2015 16:00:00,100.46
4/24/2015 16:00:00,101.08
4/27/2015 16:00:00,100.58
4/28/2015 16:00:00,100.74
4/29/2015 16:00:00,100.39
4/30/2015 16:00:00,99.2
5/1/2015 16:00:00,100.13
5/4/2015 16:00:00,100.35
5/5/2015 16:00:00,99.5
5/6/2015 16:00:00,99.17
5/7/2015 16:00:00,99.66
5/8/2015 16:00:00,101.47
5/11/2015 16:00:00,101.03
5/12/2015 16:00:00,100.47
5/13/2015 16:00:00,100.55
5/14/2015 16:00:00,101.83
5/15/2015 16:00:00,102.3
5/18/2015 16:00:00,103.42
5/19/2015 16:00:00,103.96
5/20/2015 16:00:00,103.6
5/21/2015 16:00:00,102.42
5/22/2015 16:00:00,101.35
5/26/2015 16:00:00,100.82
5/27/2015 16:00:00,101.13
5/28/2015 16:00:00,101.15
5/29/2015 16:00:00,100.14
6/1/2015 16:00:00,100.04
6/2/2015 16:00:00,99.98
6/3/2015 16:00:00,100.09
6/4/2015 16:00:00,99.23
6/5/2015 16:00:00,98.59
6/8/2015 16:00:00,97.96
6/9/2015 16:00:00,98.21
6/10/2015 16:00:00,98.88
6/11/2015 16:00:00,99.24
6/12/2015 16:00:00,98.35
6/15/2015 16:00:00,97.49
6/16/2015 16:00:00,98.36
6/17/2015 16:00:00,98.73
6/18/2015 16:00:00,100.36
6/19/2015 16:00:00,99.86
6/22/2015 16:00:00,100.09
6/23/2015 16:00:00,99.78
6/24/2015 16:00:00,99.33
6/25/2015 16:00:00,99.12
6/26/2015 16:00:00,99.64
6/29/2015 16:00:00,97.68
6/30/2015 16:00:00,97.46
7/1/2015 16:00:00,98.47
7/2/2015 16:00:00,98.44
7/6/2015 16:00:00,98.2
7/7/2015 16:00:00,98.92
7/8/2015 16:00:00,97.77
7/9/2015 16:00:00,98.4
7/10/2015 16:00:00,99.53
7/13/2015 16:00:00,100.27
7/14/2015 16:00:00,99.78
7/15/2015 16:00:00,100.42
7/16/2015 16:00:00,101.11
7/17/2015 16:00:00,100.08
7/20/2015 16:00:00,100.37
7/21/2015 16:00:00,100.34
7/22/2015 16:00:00,100.18
7/23/2015 16:00:00,100.2
7/24/2015 16:00:00,99.15
7/27/2015 16:00:00,98.28
7/28/2015 16:00:00,99.02
7/29/2015 16:00:00,99.73
7/30/2015 16:00:00,99.84
7/31/2015 16:00:00,100.21
8/3/2015 16:00:00,100.02
8/4/2015 16:00:00,99.8
8/5/2015 16:00:00,100.52
8/6/2015 16:00:00,99.07
8/7/2015 16:00:00,98.85
8/10/2015 16:00:00,99.79
8/11/2015 16:00:00,99.01
8/12/2015 16:00:00,98.71
8/13/2015 16:00:00,98.48
8/14/2015 16:00:00,98.81
8/17/2015 16:00:00,99.87
8/18/2015 16:00:00,99.37
8/19/2015 16:00:00,99.31
8/20/2015 16:00:00,98.79
8/21/2015 16:00:00,95.56
8/24/2015 16:00:00,92.82
8/25/2015 16:00:00,90.73
8/26/2015 16:00:00,95.11
8/27/2015 16:00:00,96.22
8/28/2015 16:00:00,95.17
8/31/2015 16:00:00,93.98
9/1/2015 16:00:00,92.09
9/2/2015 16:00:00,93.35
9/3/2015 16:00:00,92.64
9/4/2015 16:00:00,91.31
9/8/2015 16:00:00,93.94
9/9/2015 16:00:00,92.22
9/10/2015 16:00:00,92.72
9/11/2015 16:00:00,92.93
9/14/2015 16:00:00,93.32
9/15/2015 16:00:00,94.4
9/16/2015 16:00:00,94.61
9/17/2015 16:00:00,94.84
9/18/2015 16:00:00,93.39
9/21/2015 16:00:00,93.13
9/22/2015 16:00:00,93.24
9/23/2015 16:00:00,92.99
9/24/2015 16:00:00,92.48
9/25/2015 16:00:00,91
9/28/2015 16:00:00,91.37
9/29/2015 16:00:00,93.04
9/30/2015 16:00:00,93.35
10/1/2015 16:00:00,93.17
10/2/2015 16:00:00,93.93
10/5/2015 16:00:00,94.76
10/6/2015 16:00:00,93.42
10/7/2015 16:00:00,94.98
10/8/2015 16:00:00,95.08
10/9/2015 16:00:00,95.37
10/12/2015 16:00:00,95.99
10/13/2015 16:00:00,95.45
10/14/2015 16:00:00,94.53
10/15/2015 16:00:00,97.15
10/16/2015 16:00:00,98.24
10/19/2015 16:00:00,97.94
10/20/2015 16:00:00,97.59
10/21/2015 16:00:00,97.63
10/22/2015 16:00:00,99.53
10/23/2015 16:00:00,100.31
10/26/2015 16:00:00,99.94
10/27/2015 16:00:00,100.19
10/28/2015 16:00:00,100.48
10/29/2015 16:00:00,101.37
10/30/2015 16:00:00,101.03
11/2/2015 16:00:00,102.17
11/3/2015 16:00:00,101.96
11/4/2015 16:00:00,101.94
11/5/2015 16:00:00,102.33
11/6/2015 16:00:00,101.92
11/9/2015 16:00:00,100.84
11/10/2015 16:00:00,101.45
11/11/2015 16:00:00,101.86
11/12/2015 16:00:00,100.27
11/13/2015 16:00:00,99.88
11/16/2015 16:00:00,101.22
11/17/2015 16:00:00,101.5
11/18/2015 16:00:00,102.67
11/19/2015 16:00:00,102.49
11/20/2015 16:00:00,102.48
11/23/2015 16:00:00,102.77
11/24/2015 16:00:00,102.04
11/25/2015 16:00:00,101.96
11/27/2015 16:00:00,102.37
11/30/2015 16:00:00,101.24
12/1/2015 16:00:00,102.36
12/2/2015 16:00:00,102.05
12/3/2015 16:00:00,100.79
12/4/2015 16:00:00,102.95
12/7/2015 16:00:00,103.32
12/8/2015 16:00:00,102.42
12/9/2015 16:00:00,102.15
12/10/2015 16:00:00,102.64
12/11/2015 16:00:00,101.68
12/14/2015 16:00:00,102.15
12/15/2015 16:00:00,104.13
12/16/2015 16:00:00,105.25
12/17/2015 16:00:00,103.64
12/18/2015 16:00:00,101.95
12/21/2015 16:00:00,101.58
12/22/2015 16:00:00,102.71
12/23/2015 16:00:00,103.49
12/24/2015 16:00:00,103.72
12/28/2015 16:00:00,103.22
12/29/2015 16:00:00,104.03
12/30/2015 16:00:00,103.78
12/31/2015 16:00:00,102.72
1/4/2016 16:00:00,100.48
1/5/2016 16:00:00,100.9
1/6/2016 16:00:00,100.39
1/7/2016 16:00:00,99.22
1/8/2016 16:00:00,98.16
1/11/2016 16:00:00,97.57
1/12/2016 16:00:00,98.24
1/13/2016 16:00:00,97.02
1/14/2016 16:00:00,98.89
1/15/2016 16:00:00,97
1/19/2016 16:00:00,97.5
1/20/2016 16:00:00,95.75
1/21/2016 16:00:00,95.94
1/22/2016 16:00:00,96.75
1/25/2016 16:00:00,96.4
1/26/2016 16:00:00,101.18
1/27/2016 16:00:00,102.16
1/28/2016 16:00:00,102.27
1/29/2016 16:00:00,104.44
2/1/2016 16:00:00,104.37
2/2/2016 16:00:00,103.41
2/3/2016 16:00:00,104.14
2/4/2016 16:00:00,103.9
2/5/2016 16:00:00,100.54
2/8/2016 16:00:00,102
2/9/2016 16:00:00,101.97
2/10/2016 16:00:00,101.73
2/11/2016 16:00:00,101.7
2/12/2016 16:00:00,101.82
2/16/2016 16:00:00,102.32
2/17/2016 16:00:00,102.5
2/18/2016 16:00:00,104.24
2/19/2016 16:00:00,104.16
