Date,Close
5/28/2014 16:00:00,64.84
5/29/2014 16:00:00,65.45
5/30/2014 16:00:00,64.54
6/2/2014 16:00:00,64.64
6/3/2014 16:00:00,64.09
6/4/2014 16:00:00,64.17
6/5/2014 16:00:00,65.47
6/6/2014 16:00:00,66.91
6/9/2014 16:00:00,66.93
6/10/2014 16:00:00,66.96
6/11/2014 16:00:00,67.46
6/12/2014 16:00:00,66.56
6/13/2014 16:00:00,66.82
6/16/2014 16:00:00,67.62
6/17/2014 16:00:00,67.54
6/18/2014 16:00:00,73.08
6/19/2014 16:00:00,72.95
6/20/2014 16:00:00,72.61
6/23/2014 16:00:00,72.89
6/24/2014 16:00:00,72.38
6/25/2014 16:00:00,72.44
6/26/2014 16:00:00,72.85
6/27/2014 16:00:00,72
6/30/2014 16:00:00,72.36
7/1/2014 16:00:00,73.01
7/2/2014 16:00:00,72.76
7/3/2014 16:00:00,73.57
7/7/2014 16:00:00,72.68
7/8/2014 16:00:00,71.14
7/9/2014 16:00:00,71.57
7/10/2014 16:00:00,71.7
7/11/2014 16:00:00,72.26
7/14/2014 16:00:00,72.88
7/15/2014 16:00:00,72.29
7/16/2014 16:00:00,72.38
7/17/2014 16:00:00,71.39
7/18/2014 16:00:00,72.55
7/21/2014 16:00:00,71.96
7/22/2014 16:00:00,72.26
7/23/2014 16:00:00,72.04
7/24/2014 16:00:00,72.8
7/25/2014 16:00:00,72.62
7/28/2014 16:00:00,72.7
7/29/2014 16:00:00,72.27
7/30/2014 16:00:00,71.89
7/31/2014 16:00:00,69.25
8/1/2014 16:00:00,68.94
8/4/2014 16:00:00,68.77
8/5/2014 16:00:00,68.97
8/6/2014 16:00:00,68.23
8/7/2014 16:00:00,67.83
8/8/2014 16:00:00,68.39
8/11/2014 16:00:00,68.97
8/12/2014 16:00:00,68.79
8/13/2014 16:00:00,69.79
8/14/2014 16:00:00,70.05
8/15/2014 16:00:00,70.07
8/18/2014 16:00:00,71.06
8/19/2014 16:00:00,72.05
8/20/2014 16:00:00,71.02
8/21/2014 16:00:00,71.73
8/22/2014 16:00:00,72.04
8/25/2014 16:00:00,71.82
8/26/2014 16:00:00,71.53
8/27/2014 16:00:00,71.55
8/28/2014 16:00:00,71.37
8/29/2014 16:00:00,71.9
9/2/2014 16:00:00,72.1
9/3/2014 16:00:00,72.43
9/4/2014 16:00:00,72.46
9/5/2014 16:00:00,73.13
9/8/2014 16:00:00,73.39
9/9/2014 16:00:00,72.42
9/10/2014 16:00:00,72.33
9/11/2014 16:00:00,72.42
9/12/2014 16:00:00,70.98
9/15/2014 16:00:00,70.27
9/16/2014 16:00:00,70.73
9/17/2014 16:00:00,67.3
9/18/2014 16:00:00,67.91
9/19/2014 16:00:00,66.94
9/22/2014 16:00:00,67.2
9/23/2014 16:00:00,67.79
9/24/2014 16:00:00,69.03
9/25/2014 16:00:00,67.71
9/26/2014 16:00:00,68.36
9/29/2014 16:00:00,69.22
9/30/2014 16:00:00,69.19
10/1/2014 16:00:00,67.54
10/2/2014 16:00:00,67.06
10/3/2014 16:00:00,68.4
10/6/2014 16:00:00,67.67
10/7/2014 16:00:00,65.96
10/8/2014 16:00:00,67.99
10/9/2014 16:00:00,65.66
10/10/2014 16:00:00,63.29
10/13/2014 16:00:00,61.68
10/14/2014 16:00:00,60.88
10/15/2014 16:00:00,62.19
10/16/2014 16:00:00,62.86
10/17/2014 16:00:00,64.52
10/20/2014 16:00:00,64.68
10/21/2014 16:00:00,66.43
10/22/2014 16:00:00,65.04
10/23/2014 16:00:00,65.92
10/24/2014 16:00:00,67.01
10/27/2014 16:00:00,67.03
10/28/2014 16:00:00,68.37
10/29/2014 16:00:00,67.93
10/30/2014 16:00:00,68.57
10/31/2014 16:00:00,70.12
11/3/2014 16:00:00,69.91
11/4/2014 16:00:00,71.07
11/5/2014 16:00:00,71.37
11/6/2014 16:00:00,72.1
11/7/2014 16:00:00,71.6
11/10/2014 16:00:00,71.7
11/11/2014 16:00:00,71.7
11/12/2014 16:00:00,71.41
11/13/2014 16:00:00,71.72
11/14/2014 16:00:00,71.42
11/17/2014 16:00:00,69.97
11/18/2014 16:00:00,70.83
11/19/2014 16:00:00,70.82
11/20/2014 16:00:00,70.44
11/21/2014 16:00:00,71.32
11/24/2014 16:00:00,71.22
11/25/2014 16:00:00,72
11/26/2014 16:00:00,72.98
11/28/2014 16:00:00,73.68
12/1/2014 16:00:00,73.75
12/2/2014 16:00:00,73.47
12/3/2014 16:00:00,73.18
12/4/2014 16:00:00,73.03
12/5/2014 16:00:00,72.4
12/8/2014 16:00:00,72.05
12/9/2014 16:00:00,71.57
12/10/2014 16:00:00,69.85
12/11/2014 16:00:00,69.74
12/12/2014 16:00:00,76.02
12/15/2014 16:00:00,73.04
12/16/2014 16:00:00,72.32
12/17/2014 16:00:00,74
12/18/2014 16:00:00,74.89
12/19/2014 16:00:00,74.45
12/22/2014 16:00:00,74.5
12/23/2014 16:00:00,74.38
12/24/2014 16:00:00,74.74
12/26/2014 16:00:00,74.67
12/29/2014 16:00:00,74.13
12/30/2014 16:00:00,73.08
12/31/2014 16:00:00,72.7
1/2/2015 16:00:00,72.34
1/5/2015 16:00:00,71.98
1/6/2015 16:00:00,70.53
1/7/2015 16:00:00,71.11
1/8/2015 16:00:00,72.92
1/9/2015 16:00:00,71.84
1/12/2015 16:00:00,71.12
1/13/2015 16:00:00,70.59
1/14/2015 16:00:00,69.99
1/15/2015 16:00:00,70.29
1/16/2015 16:00:00,71.73
1/20/2015 16:00:00,71.49
1/21/2015 16:00:00,71.54
1/22/2015 16:00:00,73.48
1/23/2015 16:00:00,74.06
1/26/2015 16:00:00,72.74
1/27/2015 16:00:00,71.46
1/28/2015 16:00:00,70.25
1/29/2015 16:00:00,71.64
1/30/2015 16:00:00,70.13
2/2/2015 16:00:00,71.11
2/3/2015 16:00:00,71.92
2/4/2015 16:00:00,72.28
2/5/2015 16:00:00,73.1
2/6/2015 16:00:00,72.54
2/9/2015 16:00:00,72.33
2/10/2015 16:00:00,72.76
2/11/2015 16:00:00,73.01
2/12/2015 16:00:00,74.59
2/13/2015 16:00:00,76.51
2/17/2015 16:00:00,77.13
2/18/2015 16:00:00,77.73
2/19/2015 16:00:00,77.73
2/20/2015 16:00:00,78.55
2/23/2015 16:00:00,78.1
2/24/2015 16:00:00,77.68
